,sentiment,target,kfold
5980, süper film oyun kalite ol güzel film balerin performans ara watching closely,positive,2
5981, cannes su nuri bilge ceylan ödül film yap ders ver mutlu ol film gel trajedi korkunç,negative,2
5982, film konu ol fark ilişki güzel gerçek özelik oyun muhteşem yalan sıcak film son yular izle güzel türk filmiydifilm boyunca anla çakan ırmak helal ol,positive,2
5983, nefret kontrol büyük öfke sürekli ayak tut sinir filmizlemeyenler ölüm geçir,positive,2
5984, film güzeldibastan son gerilim dolu duygusal filmdisonu etkiledibaska bitir film sonunuyine güzelditavsiye et,positive,2
5985, harika kurgu muhteşem filmsanirim defalarca zevk izle,positive,2
5986, korku faktör bol ürpertici sahne korku sinema soluk al yapım kork iste izle,positive,2
5987, film asil keyfi yasa müzik inanılmaz güzel,positive,2
5988, tom hans in el parmak bırak performans zekice replik robert zemin mükemmel yönetim sinema tarih geçmiş müthiş yapım run forest run,positive,2
5989, bura yorum partili film mükemmel değ güzel filmkesinlikle izleyinoyunculuklar oyla film son tahmin edilemezharika,positive,2
5990, film tesadüfen izle begendimözelikle yağmur hava kovalamaca sahne etkile gel oyun iydiherkese seyir,positive,2
5991, film christopher prestij ayni adli roman uyarlachristian bale sev oyuncusenaryo kafa sor üzer düşün senaryo özet film başyapıt,positive,2
5992, kötü film gör hayat kilit alan tane adam çek yapmacık oyun bel ol konu ol sik film para yazık ol,negative,2
5993, oyun konu vasat kal um çık sinema film,negative,2
5994, güzel film saniye gerile resmen git,positive,2
5995, senaryo tanidikbu film benzer tane film izle ol fark güzel yansitilmiskevin balon oyna ayni zaman penis degilfena film tavsiye et,positive,2
5996, bayi,negative,2
5997, hayat izle muhteşem film ara gir son süper izle iste,positive,2
5998, harika fantastik film tarz sev mutlaka izle,positive,2
5999, tip film türk sinema geri götür taklit film iste,negative,2
6000, kelime basit film ol bekliyodmama basit film olmuskesinlikle ver para üz,negative,2
6001, fil harika hata not yap lazım fil hayati,positive,2
6002, harika film bölüm film ol yeter encam sıkıl izle,positive,2
6003, lise film bekle ay vcd si çek sinema izle,negative,2
6004, takip getir komik ol söz komedi bilimkurgu film sürekli beklenti iç tut beklenti borsa çikiyorfilm yer komedi başla gül bekle bit ol puan hakem abartildigi ol film,negative,2
6005, zaman bayati evlen filmlerdenayrica duygusal,positive,2
6006, sina tarih çek film,positive,2
6007, tür iç barın filmfantastik macera romantik komedi oyun kadro basari efekt saye şekil son hal ali otur keyif SMILEYPOSITIVE,positive,2
6008, izle geç kaldigimi düşün film kaybet yitir etkile bekle sonkesinlikle arşiv bulun,positive,2
6009, sinir söyle huy varil begendigimizde gir site hemen oyla beğen birdal afis gör iste film vasat öte ol lig puan baki film haki,negative,2
6010, film konu güzel yönetmen taraf işle,negative,2
6011, jack nicholas morgan ferman değer oyun git gör lazım gel film seyir,positive,2
6012, tür bugün çek güzel film son zaman türk yar ol güzel film gör nasip ol film konu senaryo efekt bakım güzel ol izle değer film teşekkür,positive,2
6013, film beğen sahne sel namaz kilis kısacık sahne film ali kilometrelerce asa sürükle,negative,2
6014, beğen ındiana jones las crusade benzeri ol kase falan yasamsuyu gençlik heves boş izle hayat kalp yer devam et boş,negative,2
6015, puan fazla film yönetmen senarist arkadaş ugrasmasin is,negative,2
6016, bil lise senaryo ol kar harika adam muhteşem kile gül hüngür hüngür anlat izle zevk al kaçır,positive,2
6017, korku sini bul mümkün sıra bayat film ol stephen king hikaye film numara,negative,2
6018, kelime mükemmel,positive,2
6019, yavaş ilerle vasat filmsikici bas sikiciligini bel et borsa zaman kayıp,negative,2
6020, christian bale film asist,positive,2
6021, film mükemmel ders ver mutlu paylasildigi zaman gerçek üst konuş ol,positive,2
6022, kutuk79 görüş kat kişi tebrik et kesinlikle tavsiye et film vasat,negative,2
6023, hopkins yet izle,positive,2
6024, basit türk film tane artık şafak sezer kalite espri film yapmasinülkemizin sinema geliş kurgu düşün senaryo lazimhem komedi tür geçerli,negative,2
6025, jason numara film güzel değ bekle çık,negative,2
6026, gerçekten basari film tarz film hoşlan müthiş,positive,2
6027, puan sası gerçekten puan izle hayal lirik yasa 195 yıl son tahmin et ilginç film ol sim izle sıra son tanı hikaye seri katil macera,negative,2
6028, hersek doz ol il smith basın efsane film film büyük isim basın oyna zor il mükemmel is çikarmis film isim taksir final,positive,2
6029, incelik senaryo güç kadro sağ göster sol vur yapı film kalem sil atilamayacagini kanıtla,positive,2
6030, berbat film,negative,2
6031, film sicacikve iste adam birey yapilabilecegininde gösterge,positive,2
6032, mükemmel firma hak dayan ol sik sik izle,positive,2
6033, film kötü ikinci film gör büyük umut izle baslamistim film bitik büyük hayal lirik ver üzer kelebek etki hayran üz film,positive,2
6034, basari ol eric sinir boz rol haki ver,positive,2
6035, yavaş ilerle hikaye antik şaheser süper birey yön konu fazla hopkins üzer kur,positive,2
6036, tanı bil konu gel roger oktar güzel otur hayati iç buluyorsunuztam gül agliyoraglayacaken gül,positive,2
6037, izle irade film müthiş senaryo izle göz kirpamiyorsunuz film sok üst sok yasa kelime mükemmel,positive,2
6038, recep ivedi rekor gir ülke film ilgi ol anla aslindaben lise ol insan sesleniyorumlütfen film seyredingerçekten etkileyicimüzikler harika oyun kalite film izle ol,positive,2
6039, dans iste dans anlat sanat ol yön izle yansı yapıt harika,positive,2
6040, ce film kalite oyun ekle seyret değer,positive,2
6041, istida gösterim insan değ başkent ol,negative,2
6042, iğrenç filmdimidenize sahip izle,negative,2
6043, kesinlikle izle film aksiyon heyecan ara takip oyun özelik cage,positive,2
6044, mutlaka izle film eğlence vakit izle,positive,2
6045, uzun zaman izle güzel film konu yönetmen basari il smith oyun kesinlikle güzel kaç izliycegimi bil,positive,2
6046, anlat iste basar ver konu kurgu oyun müzik harika ingiliz film bas rol çocuk harika mutlaka izle,positive,2
6047, komik git büyük hayal kirikligina grafik film gül sahne küfür et film bölüm sinema insan gül gül yetin gül diyeayrica film toplam karakter falan oyna galiba ayrı konu,negative,2
6048, film resmen bayıl gerçekten güzel puan izle ısrar tavsiye et aski ilik hisset,positive,2
6049, film benzer birey mi jason git vakit kayıp son düşük sahne basit sokak seviş sahne yer saçma ol fazla söz,negative,2
6050, antik ara izle lazım aksiyon dopdolu jason stat basariliaksyon film yeni adam,positive,2
6051, güzel film fazla abartilmis,positive,2
6052, büyük heves git kari uyu geçir ikinci yarisinida ver para yazık ol izle feci film,negative,2
6053, film konuş git izle bul kesik kesik ora atla bölüm hal diyalog kötü türk asker memleket kötüle norveç yerleş ailedaha ol yansı iste yansitmislar,negative,2
6054, rodriguez yönetmen performans yer ol söyle yer eleştiri ol istismar sinema istismar kliseydiki film son zor getir söyleyebilirimtmmen zaman kayıp ol izlemenizmalesef tavsiye et,negative,2
6055, kesinlikle izlemeyinrezalet ver para degmezkotunun kotusucunyt erk film izle ev,negative,2
6056, zaman kayıp hayat izle berbat film,negative,2
6057, kesinlikle besime gir film film tom hans erkek oyun ödül ali film afis film izle hayat bahis iç değiş yaz hala izle kalk bilgisayar basın su film kirala,positive,2
6058, film mükemmel bul mel gibson film yakismis fil oyun he yönetmen yap büyük basari,positive,2
6059, film karanlık geç aktör vasat,negative,2
6060, güzel film bugün izle beğen sanmamistim korku film gerilim sev korku ad yap kes doğrama is sev film son gerilim yasa korku ol beğen nadir film ara gir,positive,2
6061, film bas sik ilerle film güzelestibence film,positive,2
6062, sinema izle film bul izle,positive,2
6063, ahmet uluçam vefat et al rahmet eyle,negative,2
6064, öncelik sunu söyle film güzel değ korku gerilim ver film çek yıl ol bekle senaryo güzel son güzel değ suspiria goblen müzik beğen bil,negative,2
6065, film git niyet değ grup ol sinema gitigimz başka seçenek ol izle zor kaldmsinamadakilern güldürü sahne küfür kus SMILEYNEGATIVE benceayrica film sürekli ayni oda ev iç geç sik,negative,2
6066, ilahi ilahi kadro hayal lirik hayat izle iğrenç film tavsiye et,negative,2
6067, vampir film ara kült ol nadir film konu sürükleyici film film son sahne film puan kazan film ara göster sasirmamali,positive,2
6068, destanlık kelime muhteşem,positive,2
6069, film lük film iste izle hayal lirik yasa 104,negative,2
6070, insan hayal ol ol iste taktir lastik ön çık denge azim as anlat basari yapım izle,positive,2
6071, mutlaka gör film duygusal film gerçek aski tanımla film ayni zaman,positive,2
6072, film bas son dök 1980 terminatör çek kaç felsefi dokun dil çekici söz gizli felsefe,negative,2
6073, hayvan yap insan sil insan para kazan yap yazık insan ad üzücü durum,negative,2
6074, gerçekten fena gerilim film çiğ ses hala kulak git sahne dayan göz kulak kapari film basari ol göster,positive,2
6075, film harika kelime eksik kaliko izle izle dakika pişman ol bil,positive,2
6076, film bek türkiye oscar getir film konu oyun yönetmen müzik dondurma kaymak fırsat tep oscar al gel,positive,2
6077, gerçekten film panik labirent el oscar kap say politik dönem film iç gerçek klasik ol yer al,positive,2
6078, film sade sik ol olay bina geliş film eksi yön kazandirmisayrica masraf katil ucuz film olmuszamani değer ol kesinlikle tavsiye et film,negative,2
6079, kadro film mi çek be kardeş nida çık arkadaş hak degilmisfilmin parti mekan atmosfer harika yansitilmasi dil yeni basari filmdedvdsini bekle ev izle ol,negative,2
6080, çin ırmak özelik son bölüm anlat fazlaca kasis diyalog yapay hayal kiriklrigi,negative,2
6081, film dün izle gerçekten süper film film sor sahne söz akıl geç besle çöz çeliş dikkat izle final gerçekten prestij ol mutlaka izle,positive,2
6082, film seyret hayal kirikligina uğra büyük izle animasyon ara gir,negative,2
6083, aman aman film değ konu itibari gerçekten dokun insan yasadigimiz hayat ver etki bakım puan ver,positive,2
6084, güzel film hugo jack favori christian bale ol,positive,2
6085, bosversenizevampir ask mi istiyorsunuzlet the rifat deney,negative,2
6086, kelime berbat,negative,2
6087, film çek film 206 izle film film bas durgun film baglaniveriyorsunuz mutlaka gör ara nikola teala film ayrı değer tatmin edisyon düzenbazligini dünya öğren büyük keyif ver,positive,2
6088, perfecttam izle ünlü kişi yer lig film harika,positive,2
6089, san bit uyum basari film samimi etki yaklaşık yıl izle film romantik film,positive,2
6090, tabi dekor müzik enfes,negative,2
6091, eski baba dil baba tanı inek saban damat ferit badi ekrem ol baba sinir güzel ol fazla,negative,2
6092, son zaman vakit kayıp nitelik değer filminolan ayni yapmisbize ver akli karistirmaya devam etmisfilmin puanla yapamadimçünkü ol çözümle,negative,2
6093, cem yılmaz mazhar alan aradaligindan hersek güzel ol tat film bekle yanilacaksiniz film türlü ak izle yor beğen,negative,2
6094, aksiyonbaska beklenti hemen git film,negative,2
6095, sıra basit film olmusfilmin 2030 dakika sik geçiyorayrica türk film örümcek koruma öl türk damla kan çek görmedimsikildim kötü bekle,negative,2
6096, harp peter okur izle izle söyle yor git film saçma sap çek harp peter film harp peter hayrani ol iç idare et film bekle,negative,2
6097, yorum yaz arkadaş kat film ger durum film vasat oyun kötü kopya film ol kopya film akıbet yasa kötü,negative,2
6098, gerçekten kari geç gül yapilmis film keyif al yer gül karni ver,positive,2
6099, güzel film tavsiye et gün giyim,positive,2
6100, ifade herze değer iste film özet,positive,2
6101, film haki ver lazım gerçekten güzel ol amerikan film tas çık film türk sinema gel geçmiş film herhalde yanıl ara necati sasmazinda ön bayati iç insan başka güzel film beyazperdede gör saygı,positive,2
6102, kelime mükemmel,positive,2
6103, film ikinci izle sadist ol,negative,2
6104, gerçekten mükemmel film ol hayat izle güzel film,positive,2
6105, film kesinlikle yar kal film öylesine alakasız yer pat bit inan uç açık final sev yorum film kesinlikle hava kal eksik film fazla,negative,2
6106, film bas soğuk gel beğen ali sair film ilerle anla gerçekten mükemelsirlar iç perde alt cennet fark et,positive,2
6107, film tür romantikkomedi yap ol mi,negative,2
6108, koç forest koç jen,positive,2
6109, insan kalite film anadil merak et iç tane antik hata bulun film ol kur film puan üst değer yapildigini gerçekten merak et vasat sıra zaman para kayıp film,negative,2
6110, seri devam merak bekle git dünya tarih çek absürt film ara gir başar,negative,2
6111, film bas gerçekten etkile dusunebilirsiniz git artık isim gore gel dusuncesi belir film isim yap ol kot gore değer film sinema sev corum bul,negative,2
6112, film insani kahkaha boz he hüngür hüngür anlat inanmazdimama film basariyorharika,positive,2
6113, bak kork gece uyu söyle yorumlaraberbat yer derece,negative,2
6114, embesil yaramaz göz bak forest grup güzel is başar mi dünya salih temiz niyet hersek üst değer ol göster güzel film forest grup,positive,2
6115, tarz iç fena izle boş vakit geçir ideal,positive,2
6116, son zaman izle güzel filmbazi film sev ol sev film hitap et kalite film,positive,2
6117, film ayrıntı tekrar tekrar izle ender filmlerdenbambaska film konu sun seç yöntem itibari,positive,2
6118, film hafta son izle yap is ol zaman boşluk bunaldiginiz zaman izle film film büyük hata 160 eksik replik kopuk hintli dolu film savaş sahne savaş film izle,negative,2
6119, tuzlu su ger,positive,2
6120, değ basari,negative,2
6121, esim genel film izle çek berbat film,negative,2
6122, dram filmiydiincelikli abartısız iç lise uzak film hal benice del koro oynamistikaçirmayin,positive,2
6123, sırf yavuz bingöl ol film izle memleket oyun bit adam magazin oy beyazperdeye,negative,2
6124, mizahi öge siyasal gönder ses harika şekil hazirlanmisortalarinda film süreli kop orta sabret film izle devam et asla pişman ol özelik son gerçekten fazlasıyla duygusal,positive,2
6125, film acayip eglencelicanin sikildiginda aç izle film,positive,2
6126, hikaye dayan film afrika cumhuriyet yasa göz ön ser sıcak samimi oyun cani sıkıl izle beyaz ol uzuleceginiz film,positive,2
6127, gerçekten vizyon dürüst film hayıflan kafi tutum muhteşem film ol sürpriz zekice kurgula his senaryo büyüleyici oyun parmak içir mutlaka izle kusur yakin dikkat izle detay kaçır,positive,2
6128, çakan ırmak yeni umuttebrikler,positive,2
6129, hayal dünya yasa güzel kurgula izle film görev film izle gözlük ol kar zevk,positive,2
6130, abartildigi film reside evli izle film izle zaman kayıp parti gerilim birey sinema film izle yorum katil,negative,2
6131, bas sar ol orta sik son kurtar film,positive,2
6132, üzer ver nadir film biriaglatan gül düşün cesaretlen korkut duygu yasa siyah beyaz animasyon teknik başar filmtesekürler,positive,2
6133, güzel film insan yap ilişkin gerçek hikaye dün dünya yasa tür film gerçek dünya uzaklasmamizi engelle beğen,positive,2
6134, morgan ferman zaman jack nicholas 510 yer adam gel tanı güzel film çek tatil son dakika macera ufak tefek ders alıncak tür izle,positive,2
6135, saçmalık dünya saçma film biliryani yönetmen gerçekten seyirci aptal yerinde koy iste film yaptigini anla bilim alakasız sahne film ev oluş robot bina vur bina kan gir sim,negative,2
6136, film bayıl izle kaç gün ol etki kurtul yönetmen ustaca manevra ör film izle hemen izle,positive,2
6137, ay hernandezin oyun basari film bas sik gerçekten,positive,2
6138, su ana izle fark aksiyon filmiydimutlaka izle,positive,2
6139, duygu iç film güzel ol,positive,2
6140, anla kişi sik söz tip tip git film izle film ikinci konu izle beğen izle,negative,2
6141, film konu hikaye ol etkile dönem mekan karakter moda moda iç ön cihan film bura değ manzara iyididoga sev yar daral korku çaresizlik gerilim ikinci yar,negative,2
6142, film boyunca kristal yap bencilik öte git film izle beklenti yüksek bil um bul açı eksik film ol izle izle,negative,2
6143, tipik ferzan özpetek film eşcinsel temas isle bekle çek maalesef sasirtamadi özpetek gelecek proje fark konu gör dilek,negative,2
6144, etkile güzel,positive,2
6145, film isim kurt vadi film avcı lazimpolat alemdar kurt vadi çaba oyna avcı bak,negative,2
6146, konu sahne usta sahne film sahne,positive,2
6147, isim bak tanrı bil ol resim bak tropik fırtına film akıl gel orijinal fikir orijinal proje ol peker açıkalın tekrar öte git görün fragman apaçık market,negative,2
6148, izle kötü türk film zaman kayıp yap yorum üzer gül amaç git hayal lirik,negative,2
6149, senaryo sik kalabalık söz sonuç beğen,negative,2
6150, böle film iste çap komik ol film,negative,2
6151, hayat izle kötü film birilütfen film git,negative,2
6152, romantikkomedi etki biçim anlatilmisasksevgi sadakat üzer duygu güzel film,positive,2
6153, film kelime mükemmel berbat hayretle bak iç dünya yolculuk film,positive,2
6154, gerçekten güzel film izle pişman ol,positive,2
6155, film seri ol kademe kademe anlat olay malum ateş kral kars savaş çizgi film güzel um çizgifilme taksir film çek,negative,2
6156, abart film cem yılmaz oyna aç genel,negative,2
6157, arkadaş testere hayrani ol utanç verici son bit testere zeka eser bide ol yarı dik oyun para yazık git,negative,2
6158, animasyon ol başyapıt izle öl muhteşem,positive,2
6159, harika film müthiş dövüş sahne dramatik son ver insan film izle gerçekten kungfu öğren gel mükemmel film dövüş galeri partili değ yer film,positive,2
6160, fiyasko,negative,2
6161, gül iste git film izle kemal sunal film izle saçma film ol gel ad ufak nokta sikiciparaniza yazık,negative,2
6162, film gerçekten güzel olmusdiziden hacim film film çikarmis patla ses filan süpergidilicek film,positive,2
6163, film kesinlikle izle hayat saçma film izle,negative,2
6164, film yurtdisinda izle sene film sinema sever kaçır bas yapıt,positive,2
6165, eğlence gül rekabet heyecan ara yasa espri diyalog film orta çık mevcut mutlaka izle,positive,2
6166, film saçmalık sek git film son bekle lise çıkar mi cikmadgi saçma sap mesaj ver sakin izle,negative,2
6167, tat bırak film ara bırak,negative,2
6168, film teknik açı basari geri kal yön kötü oyun tane kurgu berbat konu güzel anlat puan hakem film herhalde fanatik ver puan,negative,2
6169, açikcasi yaz yorum bul basit film,negative,2
6170, hayat izle değer film gül düşün cins tür film sever beğen yapım,positive,2
6171, berbat film 6850 seyirci git üzüntü verici arkadaslarimin gül evlen ispari üzer git pişman ol ver ytl kuru hakket berbat gerçekten berbat film,negative,2
6172, film kötü al becer oyun senaryo yönetmen önem ver sinema izle ol düsünürümama film güzel ol bul berbat film,negative,2
6173, sezon güzel filmisirsel masal aksiyon gerilim film bitkinlik gel süreç insan sinema keyif yasa iste sinema nitelik film kaçır,positive,2
6174, insan aile şimdi sar his ver güzel film beğen,positive,2
6175, harika film öl izle ara,positive,2
6176, bit izle tat doy film,positive,2
6177, film vasati çakan ırmak beklenti karsilayamadi artık izle iste izle,negative,2
6178, acayip zorla film ol puan popülarite kazan sair,negative,2
6179, ol film saçma sap senaryo dünya tutarsızlık mantiksizliklar vasat oyun film son izle arkadaş kutla film orta puan ver site sakin sadet sakin izle zaman kayıp,negative,2
6180, farkliligi ol animasyon beraber git yasa yas beğen reklam yazık,negative,2
6181, fark sev tenis mesele taklit uza yokherkese bol sinema gün,positive,2
6182, film izle sik sat bit gel ol,negative,2
6183, hala izle yol bulun izle senaryo geniş sur merak et sahne panikle film güzel ol,positive,2
6184, iste türk film batır film konu mesaj anlam hata amaç yoklütfen puan ver el vicdani koy koy film yap vatani çal film yapmasinlarfilm dram aksiyon gerilim komedi,negative,2
6185, sakin götür güzel final yap iste sik git basın son bel saçmala final bit zeka girinti ara senaryo yoktuyorumlara puan aldan zemin öl,negative,2
6186, süper film konu güzel güzel konu izle tavsiye et,positive,2
6187, bol bol kan gör filibe asli konu oyun desen vasati alt başrol gore iyiydigerilim film artık kan kes bas kop dolar ibaret ol sik arkadaş izle,negative,2
6188, film yar sami film komedi film gözük sansürsüz işkence sahne film seyirlik hal al kesinlikle film işkence sahne sev,positive,2
6189, kelime muazzam film git tavsiye et film izle geçir,positive,2
6190, film büyük umut giyim hayal kirikligina ugradimkadrosu roger oturmamisne serin kabadayiligi amiral oğul piskopatligiha bide film istanbul çek film istanbul hava film ver puan,negative,2
6191, güzel gerilim film fizik öte gör etkile,positive,2
6192, mementoy la akli kazan ol zaman çizgi oyna ara kilometre tabi yerlestirmishugh jackson christian bale michael cin kadro zekice hazirlanmis senaryo ters köse yatır buçuk saat pes sürükleyecekyilin film izle,positive,2
6193, kelime berbat film komedi alaka gül sahne amerikan pasta kopya yabancı film kopyala çeliş güzel komedi dram film yap,negative,2
6194, yeni kumpir benzeri fiyasko,negative,2
6195, ver fazla,negative,2
6196, berbat film uzak dur fragman aldan uzun sahne,negative,2
6197, gerçekten son git tebrik ediyorumkonu sikicisenaryo vasatoyunculuk kötü et,negative,2
6198, ölüm esin kaybet göz anlat detay basari gizle gerçekten beğen mükemmel son ol gerçekten etkile ask film tavsiye et,positive,2
6199, timsah film sine kötü değ balina,positive,2
6200, zaman kayıp tur film hikaye aniden besle final acele gel dakika bit tatmin et üzer,negative,2
6201, son zaman izle müthiş aksiyon film kötü dikkat seci düşün çık,positive,2
6202, il ümit harika oyun bura oynamisti film 208 sinema izlenim gerilim ol yer efekt film dvd izle film basın film yalnigida oyna virüs tür film güzel,positive,2
6203, vasat film oyun film kurtar iç intikam yap kars saldırı bekle pat bit,negative,2
6204, pul fictioni izle beğen ikinci izle hayran kalacaginiza emin,positive,2
6205, film izle güzeldivizyondaki film giyim salon ful ol film,positive,2
6206, müthiş öte film film hasret balistik film konu film gidişat süper film jet jason stat süper ikili ol,positive,2
6207, tartismasiz yıl izle film harika senaryo film birakacagi keyif tat mutlaka izle arkadaslarkesinlikle puan,positive,2
6208, sik film,negative,2
6209, hayal lirik ol ara uyuyacaktimböyle iklim yan getir yazık etmislerdaha senaryo müthiş film orta çikabilirdiizlemek iste sinema para ver yazık ol dvd izle bekle,negative,2
6210, film konu bak ilgi çek özelik dram sev büyük beklenti izle koy ol yazık türk sinema fiyasko dahatipki vicdan zaman kayıp,negative,2
6211, ihanet kaçınılmaz sakin bel süreç ibaret ol kanıtla film öte izle ayni zaman insan içki nefis yen tutku muhteşem zafer göz ön SMILEYPOSITIVE hayat bak öğret film muhakkak izle,negative,2
6212, son an topla yürü yapmacık film garaj çek insan sat büyük makine elektrik koru cihaz büyük intikam bekçi köpek ol üzer,negative,2
6213, süper film ol 1wolverine 2magnetodur,positive,2
6214, animasyon dal başyapıt muhteşem film görüntü shçek kayıp balık nemonunkiler geliş etkile duygusal unsur içer mutlaka izle,positive,2
6215, air tempo güzel film oyun üst düzey tavsiye et,positive,2
6216, üzülüyorumyaziktürk sinema darbe nitelik taşı air ezik bas yapıt,negative,2
6217, harika ol izle tavsiye ederimdüzgün kadro basari yapım kaçirmayintebrikler,positive,2
6218, fazla tanı ol klasik türk film hasta ol para bul kötü yap zor korkunç,negative,2
6219, film tören in merak otur izledimsonuç ol kötü sar korku film sev basit olmusizlemesinizde ol vakit kayıp resmen,negative,2
6220, yön süper film kesinlikle izle,positive,2
6221, yönetmen senarist ikili başka is yorum film çek film beraat berbat ol film,negative,2
6222, berbatdegmez bencekorkunc film seri izle yeter,negative,2
6223, sigorta sinema film bura gösterim ver san üzüntü büyük,negative,2
6224, insan faruk aksoy hak yaz yorum duy okurinsalah yaz karar ver fetih uygun güzel film yap umut bekle,negative,2
6225, film konu beraber güzel isle aksiyon sahne hollywood film ara film,positive,2
6226, komik gerçekten puan ver iste film kus uzer kork kesinlikle tavsiye et berbat film,negative,2
6227, sıra yolculuk film klasik sıra kon sıra üstün ol oyun lise dolu film insan sev anlam ver,negative,2
6228, film sim izledimkesinlikle hayal kirikligina uğra hersek sinir kulanilmis mekan kişi diyalog kötü film ol akıl geç zaman kayıp,negative,2
6229, nicolas cage in oynadigi film kötü ol süper film ol mutlaka izle,positive,2
6230, mide bulandirici film amir derece side gerçekten mide kalktitavsiye et izle poster,negative,2
6231, gerçekten kötü film korku çocuk film olmaliymis hitap et yas kitle çocuk ol,negative,2
6232, mükemmel film üzer ver hayat film izlem etkile film gel geçmiş mutlaka izle yap of,positive,2
6233, film izle bulunmaktayimbence vasat silikon itibari basit kalmisbir kaç dövüş sahne dil film yavan,negative,2
6234, kötü ol amerikan pasta benzer film benze sacmaözelikle espri defalarca yap sakarin sürekli düş stok kötü tavsiye et para yazık,negative,2
6235, güzel film bit anlamadimwil smith zan numara oyna,positive,2
6236, komik benzer ol izle değer filmsinemadan çık ufak gülümse ayrilabilirsiniziyi seyir,positive,2
6237, görsel dil film git para aciz resmen,negative,2
6238, ucuz film ol ol seyret vakit harca,negative,2
6239, bekle darbe ol ses etek yararlanmislarsadece ses insani korkutuyordugüzel ürün orta koyamamislarüzgünüm,negative,2
6240, inan film izle mumya seri bölüm büyük meraklabekliyordum tür film fazla tercih et bilgisayar destek sasirtici sahne destekle izle mumya seri film hayal lirik yarat bekir demirağ,negative,2
6241, eğlence yapım ol boş zaman neşe şekil geçir iste kişi tavsiye et film konu arkadaşlık bulgari anlat,positive,2
6242, yıl film ol tazelik hala koru etkile,positive,2
6243, sinema salon büyük keyif giyim içeri gir yas grup çocuk içeri kosustugunu gör film ayrı ol altyazı film fazla beğen seri gelecek basari ol,negative,2
6244, güzel film gerilim film sev kaçır film ol kan sahne ver insani igrendirebiliyor,positive,2
6245, amerikan özenti ol oyun melis sevimli dil yapmacık kalp çakan ırmak film git sebep ol sıra film aglandigini anla,negative,2
6246, alet çiz söyle abart muhteşem öte,positive,2
6247, iste darbe uyuş gençlik yakin dönem tarih haber söylenebilinirki fazla konuş ol konuş yar yayınla arkadaş kitap oku,positive,2
6248, ayni konu ayni lise sahne fazla efekt bombardıman sonuç hüsran,negative,2
6249, gir zeka yaristigi sürükleyici film oyun ayrı övgü hakket unsur akli his ön plan çek son zaman gör film diyebilirimmutlaka gör,positive,2
6250, çocuk film yahu berbat senaryo çek film hayret,negative,2
6251, bilimkurgu sever sev puan ali,positive,2
6252, ce kötü film fil heyecan film insan ol bit anlat adam güç arazi kişi devir tuzak düş son kötü bit,negative,2
6253, kare gülümse hatırla amerikalı film gül gül anla salon kahkaha ses duy yan berbat set roger film başyapıt kal,negative,2
6254, normal cuma türk çevirmen gün ol çevir akıl hizmet et anla zorba belir fridaycumademek gün bahset anla zoryazik başka,negative,2
6255, film gün film hemen hemen ayni konu benzer herze su son dönem izle keyif ali film film güzel izle tavsiye et,positive,2
6256, film uzun ol keyif izle film oyun mükemmel öğren sabir bekle hersek film bel ol,positive,2
6257, hugo jackson christian baleaslinda söyle kiler filmkoligin izle filmortalarina sik ol film asil ora geç film bit anla insan izle iste,positive,2
6258, başyapıt güç dil görüntü yönetmen tebrik et ses net senaryo ekici önyargi duydumiçin pişman ol türk sinema destek arkadaş önem ağız birik tadçikarken gülümse,positive,2
6259, film animasyon kapsam değer yetişkin hitap et yapım hak bil basın son bel öykü sürpriz sarartma sağ göster sol vur görsel,negative,2
6260, kesinlikle basari film tur film etkilemicegini dusunurdunm il smith performans gerçekten izle film,positive,2
6261, film güzel SMILEYPOSITIVE güzel yönetmen basari say oyun özveri çalismislar kesinlikle tavsiye et,positive,2
6262, konu güzel uyarlama kötü son zaman izle kopuk film,negative,2
6263, zaman mükemmel oyun seçim çakan ırmak filmiçirmakin dizi mükemmel film behiç dizi ol film ol diyemiyorumbabam oğul yer yer agladigim yer yer gül oyun kusur ol müthiş türk film harika,positive,2
6264, muhteşem,positive,2
6265, son derece akil yazilmis seneryofilm son atina merak uyan bırak sar zaman etkile film izle dur izle değer film artikzihninizi topla ayrintilari kaçır son ana,negative,2
6266, daire dans hala göz ön uzun süre unut zannet,positive,2
6267, harika film harika aile,positive,2
6268, alisilagelmis sinir amerikan komedi yazık vakit kayıp zeka unsur içer film yıl ifade et kolpaçino falan film yan bas yapıt kadir,negative,2
6269, kişi film bas son fark anla büyük basari fark yönetmen kalitesizlik aksine basari ol yansı film harika kent karantina basari film izle karar ver,positive,2
6270, şehir manzara güzel,negative,2
6271, yar sami genel lise dolu izle unut aksiyon oyun film parti,negative,2
6272, film hayalkirikligi ol beklenti uzak kal yaklaşık ol film ün tarih vahşi büyük imparator amir duygusal ezik ol lanse et film sahne kopukluk beğen,negative,2
6273, evet film gusül sine film kitliginda izle film,positive,2
6274, gir geliş sonuç alenen orta ol film as fark insan fark hikaye isle sabit ol normal jones sıkıl izle ilişki üzer kurul film saha müzik ruh hitap etik söyle,positive,2
6275, sürü güzel yorum oku giyim beğen haluk bilginer mustafa sandal başka gör ev izle,negative,2
6276, numara film,positive,2
6277, konu final harika tavsiye et muhteşem film teala edisyon konu güzel yön yaklasilmis git konu,positive,2
