sentiment,target
keyifle beklediim ama izlerken en çok sikildigim bir filmdi. hayal kirikligina ugradim..,negative
"ben filmde sinema adina hiçbirsey bulamadim.oyunculuk desen yok.amaç bazi fikirleri empoze etmekse,sinema yerine edebiyat kullanilabilirdi.olmamis....",negative
öncelikle söylemeliyimki kesinlikle 1. filmle uzaktan yakindan ilgisi yok sadece para için çekilmis devam filmlerinden biri liam neeson bile kurtaramamis birde türkiyedeki görsel manzara içler acisi kesinlikle uzak durun bu filmden aklinizda taken 96 in anilariyla yasayin....,negative
bu film ününü videoya borçludur. tipik hapishane kliseleri içerisinde bogulmus ve syirciyi kandirmayi basaran imdbnin en büyük fiyaskosu.akademinin çok yerinde bir kararla oscarlarda babayi vermesi hos bir detay..,negative
nasil bu kadar puan aliyor anlamiyorum ya.sanki bir basyapit.saçma sapan bir film.the dark knight in puanina gelmis.az daha esaretin bedeline yetisecek.7.5 en fazla....,negative
her tiye filmlerini seven biri olarak bu filmide ümitle aldim ama hüsrana ugradim saparsaçma olmus.,negative
film bi kere çok farkli olmus yani ilk kez böyle bir film izliyorum banyolarda geçen konusu degisik kisaca saçma diyebiliriz oyuncular iyi hosda daha iyi bir senaryo olsa oyuncular daha iyi oynarlardi bu film niye yapildi hala anlamiyorum ben begenmedim izlemenizide tavsiye etmem....,negative
"japon korku sinemasinin kendi kliselerini artik ürettigini ve bunlari da uzun süre kullanacaginin bir kaniti bu film de... halka, karanlik su vb. filmlerdeki ortamlar, karakterler, kurgu teknikleri cevapsiz aramada arka arkaya siralaniyor izleyicinin huzurunda. .",negative
arkadaslarimin methi üzerine gittim ama çok ta begenmedim. ver müzigi aglat filmi olmus bence.,negative
efektleri ve oyunculuklari ile basarili bulmustum filmi....,positive
"iyi film, fena bir senaryosu da yok ancak fazla masalsi özellikle final kisminda konuyu baglama sekli hadi bitirelim de gidelim gibisinden olmus... 10 üzerinden en fazla 7,5... ayrica çocgun oyunculugu orkestrayi yönetirken gereginden fazla hareketli....",negative
p.c çok hos.,positive
"süperdi arkadaslar ya dolu dolu 1.5 saat geçirdim,çok da eglenceli bazi yerlerinde gülmekten kendimi alamadim,hele çin mahallesindeki o sahne muhtesemdi:d.",positive
çok iyi denece kadar deil normal bir film. eskiya ile karsilastiriliginda eskiya daha agi basiyor. sonuç olarak bekledigim gibi degil.... . ayrica memento'ya göndermeler var.,negative
"izledigim en iyi filmlerden biriydi, senaryo ve oyunculuklar harikulade. .",positive
franka potenteyi izlemek ve soundtrackleribi dinlemek yeter...,positive
stephen king romanlarindan uyarlanan filmlerin geneli bence vasat bununda farkli oldugunu sanmiyorum.,negative
abartili bir film olsada izlenebilir aksiyonu bol ve eglenceli.,positive
çok abartmissiniz yaa o kadar da olaganüstü ni film degil yaa yapmayin beaa....,negative
ay ama çok saçma yaa..teshircilikten baska bisey yok...,negative
tüm harcadiklari emek ne yazik ki bosa gitmis...izlerken sinir krizi geçirilebilecek bir film oldugu için hastahanelerde gösterime girmeliydi....,negative
çok dokunakli bir flim hala izlemeyen varsa bence kesinlikle izlenmeli.,positive
animasyon olarak bir basyapit diyebilirim. izlemeden ölmeyin derim. muhtesemmmmmmmmmmmm.,positive
"film on üzerinden 6.5 verilir. sadece film sonu harika o kadar filmde heyecanlanan sahne yok derecede kadar az, bu da filmi çok sikici yapiyor.durgun gerilimlerden hoslaniyorsaniz gidebilirsiniz.....",negative
vasat.,negative
filmin konusu bir kere izleyiciyi izlemeye zorluyor.abartilmis yerler var filmde ama bunlarda filmin tuzu biberi heralde.izleyin....,positive
zamaninda ve hala günümüzde herkezin begendigi bir filmi alip böyle rezalet bir duruma getirmek pes dogrusu hiç mi eski hababam serisini izlememis bu filmi yapanlar,negative
"unutmadan filmde geçen muhabbetlerin bos oldugunu,gereksiz oldugunu söyleyen arkadaslara,mutlaka elestirilerine saygi duyuyorum fakat filmin adindan(pulp fiction-ucuz roman) bu bos muhabbetlerin amaçlandigini ve eglenceli olan yaninin da zaten bu oldugunu belirtmek istiyorum.tarantinoyu kutlarim...",positive
"yüzüklerin efendisi tadinda bir film bence..cüceler,at adamlar,insanlar ve savas sahneleri çok benzer. tabi biraz daha sönük ama sikilmadan izlenebilir..",positive
pedro almodovar sevdigim yönetmenlerdir ama bu filmi ben de hayal kirikligi yaratti. son derece komplike bir kurgu senaryoya sahip ve asiri derecede sikici ve agir bir film olmus. penelope cruz ve lluis homarin basarili oyunculuklari filmi kurtarmiyor..,negative
"hayatimda, izledigim zaman agladigim tek film..",positive
sonu istedigim gibi bitmedi sinir oldum,positive
"ilk filmdeki geçmise dönüp olaylari degistirme konseptini ele alarak yazilmis basit bir senaryo, berbat oyunculuklar ve anlamsiz bir son. ilk yapima yakismayacak nitelikte bir devam filmi. basli basina bagimsiz bir film olsa idare ederdi ama kelebek etkisi adi altinda maalesef çok kötü..",negative
arkadaslar flim bastan sona sikici oyuncu kadrosuna bakip flim iyi olabilir hissine kapiliyorsun kesinlikle bu puani haketmiyor..,negative
"gerçek bir hikayeden alinti oldugunu da ögrenince gerçekten etkileyici, sürükleyici ve keyif verici bir film oldugunu görebiliyorsunuz. detayli anlatmaya lüzum yok. izleyin, pisman olmazsiniz..",positive
igrenççç tek kelime vaktime parama acidim adi komedi ama tebessüm dahi etmeden izledim sakin ola gitmeyinnnnnnnnn!!!!!!!!!!.,negative
farkli anlatimi güçlü kadrosuyla seyirlik bir film....,positive
bence film güzel olmus jason statham in performansi gerçekten ii di izlenmesi gereken bi film.,positive
"thomas turgoose(shaun) filmin tek artisi,iyi bir oyunculuk sergilemis.küçük bir irkçi çeteyi ele alan film çok ciliz ve siradan bir yapim....",negative
macera / dram / komedi .3 nede uyan bir film.izleki izlemedim diyince sana gülmesinler.. .,positive
güzel film.asansör sahnesinde kalbim duracakti sanki.çok ürpertici ve korkunç.mutlaka izleyin.bu arada 1408 adli film ile benzerlikleri çok var.aniden degisen odalar.aniden ortaya çikan ruhlar vs....sonunda konusu sapitsada izlemeye deger..,positive
bütün senaryo basindan sonuna belli olan .. bayagi geçen bir film. beklentilerimin üstünde bir film beklerken hayal kirikligina ugradim..,negative
abarti yok...kalite bir film... izlenmeye deger.,positive
filmi dun izledim ..son zamanlarda ki yapilmis gerilim fillerinden en iisi bence.will smith mi???????????? inanilmaz.ama kotu bir final.,positive
"hayatimda bu kadar bos bir görmedim!!! ama gidin ! kötü filmin ne demek olduunu anlarsiniz... bu filmde agladim diyesn varsa , kedi sesi daha acikli her miyavda aglanir",negative
"prince caspian kitabin çikis tarihine göre ikinci sirada aslan, cadi ve dolap'sa ilk siradaymis. sanirim yapimcilar buna göre yapiyorlar. bekleyip görecegiz. .",positive
birinci filmi biraz guzeldi ama bu film berbat olmuus cok merak etmitmis ama hayal kirikligina ugradim bosuna zaman kaybigercektende kol bacak kesmekle korku filmi olmuyo arkadaslar.,negative
çok hos eglenceli bi film.audreyde çok basarili bence.herkese tavsiye ederim..,positive
rambo 5:filistin sömürüsü.,negative
"film açikçasi beni çok etkiledi.ben hiçbir filmde bu kadar siddet sahneleri görmemistim ve testereden sonra hiçbir filmde bu kadar gerilmemistim.ayrica bu filmi her insan da seyredemez,kendine ve midesine güvenemeyenler bu filme gitmesinler.bana göre çok basarili bir film..",positive
müzikal severlerin mutlaka izlemesi gereken çok çok eglenceli bir film... izleyeceklere simdiden iyi eglenceler,positive
süper film yok böyle bir akis israrla tavsiye ediyorum.,positive
"bugüne kadar izledigimiz bütün filmleri unutmaliyiz. herkesi ama herkesi bir yerinden vurabilecegine eminim bu filmin. insanin çok derinlerine isliyor. gidilmeli, görülmeli ardindan bugüne sükredilmeli. çetin tekindor'un oyunu ayrica harikaydi..",positive
sakin izleeyin 2. sinif amerikan korku filmi onlarca kez benzerini izlemisssinizdir.,negative
3 kisiyle film basliyor ordan düs burdan çik sudan atla zipla film bitiyor bu puani nasil almis bnde bakiyorum ve sasiriyorum ....,negative
kevin baconun performansi baya iyiydi.. film de kendini izletti... bence iyi bir film.. üstelik bazi siddetli sahnelere serpistirilmis duygusallik çok hosuma gitti....,positive
"film ilerledikçe senaryo sekilleniyor ve bu ayri bir hava katiyor, aksiyon - bilimkurgu tarzinda will smith ismini artik herkes kabullendi gibi. ben efsaneyim, seyri güzel, oyunculugu harika bir film bence..",positive
"peki su kadar söyleyeyim: bütün dünya ayaga kalkip ""bu film güzel"" dese de israrla karsi duracagim. hiçbir uyari da beni düsüncemden alikoyamayacak. çünkü gerçekten kötü bir film ve dervis zaim'e burada yapilan bu övgüler komik duruyor. filmi seyretmemis gibi davranmayin lütfen!.",negative
jason statham diger filmlerinde oldugu gibi filmi götürüyor. ancak bu film digerlerine nazaran kötü bir film belki de beklentilerim çok yüksekti. izlemeye deger..,positive
"filmi bu aksam izledim. kitap çok güzel uyarlanmis bence ve müzikleri bir harikaydi.kaçirmayin hemen gidin,izleyin.keyifli vakit geçirin.... .",positive
bi filmde bu kadar siradisilik olmas bi arada rodrigez mi yoksa tarantinomu deidim acaba yönetmen film güsel hos eplenceli ama ben size baska bi statham filmi öneriyim revolver ama iiki kisi izliyin film bitince birbirinizin agzini kapatirsiniz.,positive
vasat... zaman kaybi... bi kaç espriye gülüyosun ama o kadar....,negative
"çarlinin meleklerinden bir oyuncu + bir sahil + bir bikini, görevimiz tehlikeden bir oyuncu + birden çok gülümseyis + bol aksiyon alinmis. ama sonuçta iyi bir film olamamis..",negative
gerçekten bir harika yüzüklerin efendisinden sonra izledigim en iyi flim.,positive
türkçe dublaj o kdar emegin heba olmasina sebep olmus. brn hiçbir zevk alamadim. konsepti mahvetmis. ve 1 puan.,negative
"özellikle bizim izlememiz gereken bir film, animasyon teknigi ve geçisleri çok basarili. tüm bu yasananlarin olay örgü ve kurgusu bu kadar güzel verilebilirdi, animasyon takipçileri bu filmi kaçirmasinama animasyon izlemeyenlerde muhakkak izlesin..",positive
"eglence diye buna derim. hem gülüyorsunuz hem de rekabetin heyecanini bir arada yasiyorsunuz. espriler, diyaloglar gayet hos. iyi bir filmin ortaya çikmasi için gerekli her sey mevcut. mutlaka izleyin derim!.",positive
"incelikli senaryosu, güçlü kadrosu ve sag gösterip sol vuran yapisiyla bu film, öyle bir kalemde silinip atilamayacagini kanitladi. .",positive
"tek kelime ile son zamanlarda izledigim en kötü korku filmlerinden biriydi.türün zaten seviyor degilim ama bu film için genel olarak kliselerden uzak yorumlari olunca görmek istedim.film iyi ve merak uyandirici bir girise , vasat bir gelismeye ve çok kötü bir finale sahip..",negative
gerçektende harika bir film.tam anlamiyla bir durum komedisi.uma thurmana adrenalin vurma sahnesi tarantino nun firça attigi sahne ve havlu sahnesi süperdi..,positive
film gereksiz yere çok uzatilmis.savas sahnelerinde çok bunaldim.bu tarz filmleri sevmeme ragmen begenmedim.tavsiye etmiyorum..,negative
bi klasik herseyiyle !.,positive
tek kelimeyle mükemmel ama fikret kuskan oyunculuk olarak hümeyra ve çtin tekindorun yaninda ezilmis resmen .bu kadar mi ii oynanir.. bu arada filmin gise durumu 1.400.000 lere ulasmis.,positive
cem yilmazin oyunculugu vasatin altinda hatta berbat..deli idrisin ölüm sahnesinde gülmek tuttu bu kadar mi kötü oynanir.. uzun lafin kisasi cem yilmaz oyunculuk yapmasin bana göre.,negative
"hiçbir orjinalligi yok ne yazik ki. düs kirikligi benim için, üzüldüm..",negative
21gram a kesinlikle katiliyorum. bu kadar az puani haketmiyor. zaten bu sitede olup bitenleri anlamis degilim... saçma sapan filmler acayip yüksek puan alirken bu tür gerçekleri yansitan filmler yerin dibine sokuluyor. sinema sadece entellektüel kesim için yapilmiyor...,positive
daha çok bilgisayar oyununu animsatan sahneleri ile daha çok aksiyon gibi görünen bir film. kesinlikle korku degil..,negative
"bilmiyorum ama ben bu filmi çok begendim. yani oyunculuklar güzel, senaryo güzel, kopukluklar yok, ara ara heycana sürükleyen sahneler var. harcadiginiz zamana deyicek bi film. .",positive
yapilan yorumlarin aksine cok basarisiz buldugum bir filmdi aksiyonun icine komedi unsurlarini serpistirerek kaliteyi dusurmusler. oldukca ozenti bir filmdi..,negative
john cuasck in oyunculuguna denecek birsey yok ancak samuel l.jackson in filmdeki rolünün çok az olmasi ve filmin genel yapisi maalesef hayal kirikligi... .,negative
"rüyalara giren bi adam, ekibi ve ask falan. drvsard.ye katiliyorum; asla matrix olamaz..",negative
iki usta oyuncu ile kucuk bir dunya turu.. son zamanlardan sikilmadan izledigim nadir filmlerden..,positive
ilk filmden daha güzel olmus efekler harika fantastik türden hoslananlar için güzel bir seçenek.,positive
"ben zaten burda koptum.. ""herseyimizi alabilirler ama özgürlügümüzü asla."". . ayni sahnede önce ingilizler isteklerini saydi, sonra william. izleyenler bilir komikti orasi..",positive
"essiz bir film.herseyiyle muhtesem.hele görselligi anlatilamaz.fantastik bir film degil,küçük bir kizin hayal gücünün anlatimi.hdsini bulursaniz tadindan yenmez.",positive
"izledigim een sikici, een igrenç ve een berbat filmlerden biriydi..",negative
"hem güldürüp, hem hüzünlendiren nadir sahane filmlerden....",positive
o an biraz gülüyorsun ama çikinca anliyorsun ki bos bi film.. gitmemenizi tavsiye ederim...,negative
walla arkadaslar bu aksam izledim filmi... tamam bi yüzüklerin efendisi gibi bi yapim degil... ama zaten klasmanlari farkli... hani içinizde biraz cesaret duygusu.. biraz ask.. biraz fantastik film arzusu varsa... kaçirmayin ne zaman bittigini anlamayacaksiniz filmin,positive
aslinda söylenecek pek fazla bise yok muhtesem bi dram müthesem bir türk filmi ayrica izledigim en iyi türk film çagan irmagi tebrik ediyorum....,positive
beklentilerin çk uzaqinda kldi beqnmedn.,negative
çetin tekindorun oyunculugu hariç hiç bir özelligi olmayan sonuda filmden kesinlikle baglantisiz(cüzzam)saçma sapan bir yapim .,negative
iki usta oyuncuyu bir arada görünce filmin konusu bile okumadan aldim ama iyikide almisim çünkü insani derinden etkileyen bunun yaninda da güldüren ve eglendiren bir film kesinlikle seyredilecek bir film....,positive
bi çok açidan kusursuz bir film olsada benim beklentilerimi tam karsilamadi...ama kötü filmmi kesinlikle hayir...özellikle son 20 dakkikasinda etkilenmek elde degil...ama film bana istedigimi vermedigi için üzülerek  :s veriyorum....,positive
yeni izledim çok güzel bir filmdi..bence mutlaka arsivinizde olmasi gerekir.,positive
gerçekten mükemmel ötesi bir film bence bu film mel gibson'un doruk noktasi 5 oscardan fazlasini hak ediyordu bu film.. bir de bu hikayenin yasanmis olmasi ve william wallace karakterinin muhtesem karakterinin mel gibson tarafindan kusursuz oynanmasi filmi en iyiler listesinde yukarilara çikarmis.,positive
"ikinci yarisinda az kalsin sikintidan kolera oluyordum, shakiranin sesi hatirina .",negative
güzel bir filmdi. özellikle anthony hopkins. film çok yavas ilerlemedigi için çokta sikmadi. ve sonunda çok sasirtmamis olsa da yinede izlenebilir olmayi hakedecek bir filmdi..,positive
"vakit öldürücü bir film, hoca tiplemesi hayli ilginç....",negative
"üzülerek,zaman zaman gülerek hayretler içinde izledigim bi film oldu.bursada 3 büyük ödülü almak bu kadar kolaymis demek.vasat bile denemiyecek bu filmi izledikten sora diyorum ki iyiki varsiniz kaplanoglu,zaim,nuri bilge.",negative
kötü yorumlarda bulunan arkadaslara katilmiyorum.film gerçekten dört dörtlük.bazi saçma yaratiklar olsada film izlenmeye deger mutlaka gidip izlemelisiniz.konusuda bir harika herkese bu filmi tavsiye ederim mutlaka izleyin!!!!!!!!!!!!!!!!!.,positive
seyrettigim kötü filmlerden biriydi. bu kadar paraya bu kadar monoton bir film nasil çekebiliyorlar anlamiyorum. kesinlikle gidip de paranizi çöpe atmayin..,negative
leyla ile mecnun kerem ile asli ferhat ile sirin ne kadar uzak kaldi bize bu film.,negative
tarantinonun bu filmi kendini belli ettiriyor.hatta bence tarantinonun en iyi filmidir.kendine has anlatimi ile bu film hakkaten sinema severlerin izlemesi gereken bir film.ben 10 üzerinden 7 verdim bu benim için oldukça çok puan.,positive
müzikleri ve görüntüleri çok güzel. evet ama bu filmin güzel oldugunu degis karadenizin güzel oldugunu gösteriyor sadece. uzun zamandir bu kadar bos bir film izlememistim..,negative
böyle yapimlar yüzünden izleyici türk filmlerinden soguyor berbat ötesi bir sey zaman ve para kaybi.,negative
arkadaslar flimi dun izledim flim cizgi flimindeki gibi basliyor ama fazla hosuma gitmedi acikcasi czgi flimin izlemis biri olarak flimi begenmedim.,negative
yapilan yorumlara ve abartilmasina bakmayin filmde geren bir iki sahne var onlardanda bir sey anlasilmiyor. the bag den sonra izlemis oldugum en kötü filmdi. bence zaman kaybi..,negative
bence harika bir film..keisnlikle izlenmesi gerek.film bittiginde çok tuhaf hissediyordum..özellikle bazi sahneler çok güzel..izlemeyenler çok sey kaçirir bence...,positive
gayet hos bir film fakat belli bir süreden bayabiliyor..sizi diger gerilim korku filmleri gibi koltugunuza baglamiyor..fakat hersey filmin sonunda yatiyor bence o son icin kimsenin salondan ayrilmamasi gerek..ingilizcesini izledim bazi yerlerini anlayamadim o yüzden türkcesininide izleyecegim...,positive
"babam ve oglum ve rain man karisimi,belden asagi espirilerle, ve hep ayni diyaloglarla süren bir film.",negative
"bir film bu kadamri kötü olur.hayatimda izledigim en kötü filmdi dünyayi kurtaran adam bile daha güzeldir bu filmden.-10 veriyorum, harcadim 2 saate aciyorum..",negative
bence gerçekten çok güzel ..izlemeye deger...,positive
film çok iyi islenmis ve oyuncular da çok iyi....,positive
begendim ancak gerçekten çok fantastik.. hadi bir an önce sonu gelsin diye bekliyorsun. hatta bazi yerlerini hizla geçtim sabirsizliktan.. gerçekçi olmasa da insanda güzel bir duygu birakiyor..,positive
"sonuna kadar sikiliyorsunuz, oyuncular kötü , iyi çekilmis ama senaryo yok.",negative
"tarantino'nun kalitesine ancak kill bill vol.1 'de az bucuk yaklastigi ucuk ötesi, akilli diyaloglu hatta akilli diyalog manyagi film...ayrica dünyada gelmis geçmis en iyi soundtracke sahip olan filmdir benim nazarimda....",positive
süper bi filmdi.farkli bi konu ariyorsaniz müthis bi seçenek..,positive
10 üstünden 11 veriyorum bu filme muhtesemdi... insanin asik olasi gelio..,positive
bana göre çok iyi bir psikolojik-gerilim filmi olmus.bu türden hoslananlara siddetle tavsiye ederim.john cusack'ta filmde kariyerinin en iyi performanslarindan birini çikarmis....,positive
süper bi gerilim filmi ve gerile gerile insani çileden çikariyo. kesinlikle tavsiye etmem. osuna para vermis olursunuz. bu film yerine gidin evde rosalinda gibi pembe dizileri izleyin daha iyi....,negative
çok kötü bosuna 3d ye bide para verdik berbat vakti bol olan izlesin..,negative
film tek kelimeyle berbat.,negative
bu film için daha iyi yorumlar duymustum . umdugum gibi çikmadi . korkutmuyor daha çok igrenç ve komik . ama yine de dabbe gibi türk filmlerinden iyidir . en azindan izlenebiliyor . sabah sabah uykum geldi dabbeyi izlerken . puanim en fazla 4 tür )=.,negative
izledigim en iyi korku filmlerinden biriydi. oldukça farkli olmus. çok begendim ben..,positive
film senaryo olarak gerçekten çok farkli ve güzel ama en iyi film oscarini alcak kadar degil heralde en ii filmi the departed alir ama gönlümden geçen the queen.,positive
eski hababam disinda hababam tanimam inek saban damat ferit badi ekrem ... bunlar olmadan hababm sinifi güzel olmaz bu bile fazla.,negative
bi film bu kadar ii bi kadroyla ancak bu kadar kötü bitirilebilirdi... yönetmen ve senaristi tebrik ediyorum.....,negative
çok güzel bir senaryo ve çok iyi bir film. tarantino parmagi kendini hissettirmis..,positive
"bir saat 50 dakika boyunca sikildim , en güzel ani filmin sonundaki jenerikti.",negative
"son dönemde izledigim en güzel türk filmlerinden birisiydi. tiyatro kökenli oyuncularla çekilmis bu filmde; aglamak üzereyken güldüm, gülerkende agladim diyebilirim. bu duyku yükünü kaldirabilirim diyorsaniz kaçirmamaniz gereken bir film. hümeyra ve çetin tekindorun oyunculuklarini kutluyorum..",positive
ciddi 1 film yapmak adina yapilmis sikici 1 film.,negative
berbat kelimesinin es anlami gibi bir film.,negative
çok çok kalitesiz bir yapim hayatimda izledigim en kötü film diyebilirim .,negative
"izlemediyseniz hiçbirsey kaybetmezsiniz.ayrica angelina jolieninde abartilacak bi oyunculugu yok.6,.",negative
nolanin da dedigi gibi filmde bir tür sihirbazlik oldugu. bir illüzyonist edasiyla her aninda bizi sasirtiyor. özellikle son 10 dakikasi çok dikkatle izlenilmesi gerekiyor. son yillarin en iyi finallerinden biri !!!.,positive
bos bi konu gereksiz bi film....,negative
"filmin tüm sanssizligi, isminin butterfly effect olmasi....bu filme,the butterfly effect 2 olarak puanim normal bir film olarak ise  veriyorum........",negative
arkadaslar ben böyle bir film hayatimda izlemedim.. .  gerçektende tam bir basyapit.arsivlik filmlerden yani kesinlikle izleyin derim.. .  1o uzerinden 1o....,positive
aksiyon da aksiyon. baska da hiç birsey yok. öyle hareketler var ki artik sizi sasirtmiyor. bes para etmez bir film..,negative
cok kotuydu eger makaslanmamissa sahneler bu adam filmden hiç anlamiyor.,negative
böyle bi filmi begenmeyen türk evladinin vay haline derim..türk sinemasinin en iyi örneklerindendir bu film kesinlikle....,positive
4 4lük bir film. filmin sonunu izledkten sonra bile parçalari yerlestrmeye devam ediyorusnz.,positive
filmin kadrosu harika konu farkli ve guzel arti komik izleyin kacirmayin uzulursunuz. saygilar e-ben.,positive
valla 1. filme 10 vermistim buna en fazla 7 gerisini siz dusunun ilk filmdeki kadar iyi iskence sahnesi yoktu gerilim yoktu yok yok yani.,negative
"film genel olarakçok eglenceli ilerliyor ama öyle bir an geliyor ki, nasil yani diyorsunuz... kesinlikle izlenmesi gerektigini ve bu puani da hakettigini düsünüyorum....",positive
vasatin altinda bir film.ya sonra ve ask tesadüfleri severe göre düsük seviyede..,negative
"filmin kaliteli bir komedi oldugunu söyleyemem, ebeveynlere ders vermek, nerde o eski zamanlar demek için yapilmis gibi bir havasi var. oldukça önemli oyunculari bünyesinde barindiran bir filmden daha fazlasi beklenirdi..",negative
rezalet saçma bir film... basliyorsunuz ve bittigin zaman anliyorsunuz ki 1 buçuk saatiniz kaybolmus. 2 bölüm prison break yada heroes eski bölümlerinden izleyin daha keyflenirsiniz. o derece berbat.,negative
çok kötü bir film beklentilerinizin 10 da 1 ini bile karsilamiyor filmin sonunu olacak olaylari daha filmin ilk sahnesinde anliyorsunuz 10 üzerinden 1 oda iskerderin hatrina yoksa 0 verecegim....,negative
iste film budur.kesinlikle ama kesinlikle kaçirmayin.,positive
"üçüncü filmle birlikte serinin en kötü filmi, konu tabiki ayni ama islenisini bari biraz degistirseydiniz, ben bile daha yaratici bir seneryo yazardim, 3d olmasina ragmen hiç heyecan vermedi, araba yikama sahnesi hatirina .",negative
herkesin izlemesi gereken bir film. insanin yarinini bilerek yasamasi böyle olmali. çaresi olmayan hastaliklarin pencesinde olan insanlarin hislerini çok iyi tarif edilmis. bizim türk senaristlerden ve yönetmenlerden de böyle filmler bekliyoruz. çok zor olmasa gerek..,positive
filmin ertelenmesi çok üzücütemmuz 2009,negative
bu filmi isleyecegime gider tv deki en sacma filmi islerim.. karsisindada sinemaya verdigim parayi yirtarim daha cok keyif almassamda hicbisi iblmiommm.,negative
böyle yapimlar var oldugu sürece türk sinemasindan umudumuzu kesmemeliyiz.... .,positive
"kötü degil çok kötü,bazi oyuncular bu filmi nasil kabul etmis anlamiyorum daha filmin ortasinda ne olacagi belli,hayal kirikligi kesinlikle çok kötü....",negative
hayatimda izledigim en basarisiz filmlerden birisidir.ya ben sinemadan anlamiyorum ya da serdar akar,negative
"senaryo,...kurgu,...oyuncular,... tam anlamiyla süper olmus..",positive
"ilk filmin kaymagini yemeye çalisan, ayni seyleri tekrar ederek yine basarili olmaya çalisan ama olamayan bir film. ilk film özgün bir filmdi. bu ise ilk filmin üstüne bi sey koyamayan bir kopya sadece..",negative
"bu filmin sikici. onlar bizi istediginiz yere çok iyi anlamiyorum. kesinlikle moral için iyi ve son derece iyimser, ama tarih ilgisi yoktur..",negative
gelmis geçmis en iyi ve kaliteli filmlerden biri...,positive
ben hayatimda bu kadar kötü espriler görmedim...film için iyi yorum arkadaslari da esefle kiniyorum güvendik gittik yazik degil mi benim zamanima yaaaa,negative
gerçekten harika bir yapim birçok kez izledim gene izlerim özgürlük askini ve ingilizlerin ne kadar vahset olduklarini gözler önüne seren bir film ve tabi ki ask....,positive
bu filmi aceyip merak ediyom tahminim güzel olacak...bir an önce gelsede izlesek.....,positive
geçekten izledigim en kötü batman filmiydi izlemek isteyenlere kesinlikle tavsiye etmem.,negative
arkadaslar kesinlikle ve kesinlik hiç tavsiye etmiyorum hiçbi anlami olmayan gereksiz yapilmis bi film hem paraniza hem zamaniniza yazik derim benim görüsüm 5 üzerinden 1.,negative
ikinci sinif bir yapim....,negative
"bu filmi begenmeyenler gitsin de ironman, transformers gibi filmleri izlesinler. onlarin konulari süper degil mi?.",positive
mükemmel ötesi.. .,positive
iste bakledigim filmlerden biri....,positive
görsel olarak yorumlarsak bence gayet basarili oldugunu düsünüyorum....,positive
. çok ilginç yaa kendimde bir sorunmu var diye düsünüyorum film de bukadar harika olan nedir anlayamadim gercekten. ilk bölüm acayip sikici ikincisinde bir iki sahne fena degil o kadar ....,negative
film türk kültürüne aykiri.ailecek izlenebilecek film hiç degil.film insanligada aykiri.yani bir annenin çocugunu çöpe atmasi gibi degisik bisey.tabi amerikan kültüründen baska bisey beklenmez.junoyu oynayan karekter hayli basarili.. 10 üzerinden 4 verdim ben..,negative
"hiç kimse kusura bakmasin ama bende ""sanals"" adli yorumcunun yazdiklarina aynen katiliyorum..",negative
filmden simdi çiktim...ilk andan son ana kadar süper bi film.casino royale yakisan bi devam filmii.. daniel craig muhtesem...gitmeyen kalmamalii.,positive
bu puani hak etmiyor. vasat alti bir film..,negative
"filmi tesadufen izledim, biyografi oldugundan da haberim yoktu. filmin sonunda cocugun gercek resmini gordum... soylenecek fazla birsey yok. su ana kadar izledigim en iyi on filmin icinde yerini aldi. .",positive
bence en iyilerden bir klasik siyah beyaz izlemeyi sevmeyenler olabilir ilkine göre renkli olmasi iyi.,negative
ya ben böle bir film beklemiyordum açikçasi resmen sok oldum çok standart bir film olmus... elle tutulur birkac sahneden baska bisey yok... özlem tekin olmasa filmde hiç güzel bisey yoköncekileri unutup kendinizi en kötüye hazirlayin ve yaninizda kolonya getirinki uyumanizi engeller... sok....,negative
eskiyadan sonra en iyi türk filmi .,positive
bundan fazla bisey beklemeyeceksin zaten......,negative
güsel bi film komedi adina iyi bi deneme bi sekilde yabanci sinemadaki denkleri ile ayni düzeye gelebilmesi için... ve o filde ceyhun yilmazda vardi çok ufak bi rolüde olsaaa.....,positive
konu ve final harika... herkese tavsiye ederim muhtesem bir filmdi... tesla ve edison konusuna da çok güzel bir yönden yaklasilmis hosuma giden diger konudur..,positive
konu müthis oyunculuk berbat,negative
umarim sadece istanbula 11 de gelmez. antalya ya gelirse iyi olur. hazir bir arkadasim da buraya geliyorkan beraber gidek,positive
2. flimin gelmesini sabirsizlikla bekliyorum .. diliyorumki aslan cadi ve dolptaki gibi türkçe olmaz bu sefer ingilizce verirler. .,positive
muhtesem bir türk filmi.,positive
adapazarinda boyle bi hayat yokk biz bole insanlar degiliz ayyaslar sarhoslar bu ne bee zaten filmin sonunuda yapamamislar ne oldugu belli degil kimseye tavsiye etmiyorum.,negative
bence çok güzel filmdi.çok iyi çekilmis ve konusuda degisik.hep ayni tür filmleri izlemekten sikilanlar için tasiye ederim..,positive
'fantastik' etiketini kesinlikle hak etmeyen bir film.,negative
"mutlak ama mutlaka izleyin,müthis keyif alacaksiniz.....",positive
çagan irmaga helal olsun diyorum süper ötesi bir film çogu arkadasim bu filimde agladi heleki babasi olmayanlarin gözleri kipkirmizi olmustuuuu unutulmucak filimlerden bitanesi.,positive
